Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Bubble1	Bubble2	Bubble3	WT4d_1	WT4d_2	WT4d_3	TF	deM_TF	BLAST.Hit	Trinotate.Descr	Emapper.Annotation
NV2.10001	182.350388967581	-3.26613662601564	0.248298537099366	-9.12666120585622	7.0644378228125e-20	1.53909930300307e-18	37.1515360836969	37.3856933270079	39.1338398444991	394.93707891057	409.300957210562	366.995052051306	NA	NA	NA	NA	NA
NV2.10004	419.745119196191	-1.95909473101911	0.178055955740109	-5.38647936280773	7.18511749082897e-08	6.92091764534907e-07	227.862754646674	249.89384487	172.188895315796	736.612923260682	769.86162826836	727.734506624465	NA	NA	dickkopf-3 related protein precursor [Hydra vulgaris]	NA	NA
NV2.10008	443.355242767526	4.64467413866991	0.224430449080602	16.2396597859187	2.64386338503071e-59	1.80548518886718e-57	621.669037133861	582.429748673387	704.409117200985	7.53696715478188	6.45955599614948	9.03586302399049	NA	NA	NA	NA	NA
NV2.10009	119.502733418885	-2.27452273235614	0.301050452634137	-4.23358517220053	2.29995019227885e-05	0.000168172651942933	14.8606144334787	51.1593698159056	26.6110110942594	280.375178157886	285.39492855715	298.878546178147	NA	NA	SJCHGC07053 protein [Schistosoma japonicum]	Translation initiation factor IF-2 {ECO:0000255|HAMAP-Rule:MF_00100};	Inherit from KOG: DNAj (Hsp40) homolog, subfamily B, member
NV2.10017	59.5340995310752	3.03654634071126	0.338054683059322	6.02431039345752	1.69832166306055e-09	1.91535092341977e-08	89.1636866008725	72.8037185841733	86.0944476578981	1.50739343095638	0.587232363286316	0.695066386460807	NA	NA	Collagen alpha-5(VI) chain [Crassostrea gigas]	Integrin alpha-X;	collagen, type VI, alpha
NV2.10018	473.45983269093	7.64250859308174	0.318925016697082	20.8278066796838	2.42305948512966e-96	3.05645032124253e-94	933.741940236915	928.739328965671	1025.30660392588	3.51725133889821	1.17446472657263	4.17039831876484	NA	NA	Collagen alpha-3(VI) chain [Crassostrea gigas]	NA	collagen, type VI, alpha
NV2.10019	758.792012013442	5.15515717383071	0.483869293113232	8.58735454588631	8.89946812717036e-18	1.74155204338421e-16	66.8727649506544	78.7067227937009	76.7023260952183	4.52218029286913	1.17446472657263	4.17039831876484	NA	NA	Collagen alpha-3(VI) chain [Crassostrea gigas]	Integrin alpha-X;	collagen, type VI, alpha
NV2.10020	25.487821977168	-3.90414085663745	0.662755339283152	-4.38191997031456	1.17638023063575e-05	8.91240783760917e-05	0	1.96766806984252	9.3921215626798	45.2218029286913	49.3275185160506	51.4349125980997	NA	NA	NA	NA	Inherit from opiNOG: Conserved hypothetical protein
NV2.10036	27.8066479408237	2.29601101375419	0.406797075752996	3.18589068359261	0.00144309113652673	0.00808228983817174	29.7212288669575	35.4180252571654	42.2645470320591	5.02464476985458	10.5701825391537	6.25559747814726	NA	NA	NA	NA	NA
NV2.10038	14247.0064057619	10.3925312544781	0.314338094485848	29.8803467325242	3.54312311197496e-196	1.1694668351592e-193	6399.97128268485	6005.32294915938	6212.88841371268	7.53696715478188	2.34892945314526	3.47533193230403	NA	NA	TPA: SCO-spondin precursor [Danio rerio]	Thrombospondin-2;	protein Hydra magnipapillata
NV2.10059	15.8023040639537	2.96109284088162	0.539231260249884	3.63683077270564	0.000276013136284854	0.00173529020666198	34.6747670114504	17.7090126285827	50.0913150009589	2.00985790794183	2.34892945314526	2.08519915938242	NA	NA	NA	NA	NA
NV2.10076	312.884518287345	1.37123649054677	0.115962589976348	3.20134700874209	0.00136786692505676	0.00768488981101393	468.10935465458	438.789979574883	422.645470320591	162.798490543289	175.582476622609	171.681397455819	NA	NA	neuropeptide FF receptor 2.1 [Danio rerio]	Neuropeptide Y receptor;	neuropeptide FF receptor
NV2.10077	2281.76402630708	-1.38770431534528	0.100784176308334	-3.84687685653308	0.000119633059602514	0.000791056131007739	1495.96851963686	1426.55935063583	1510.56621799767	3953.39050492159	4105.34145173464	3694.97291042565	NA	NA	hydrolase [Streptomyces chartreusis]	NA	NA
NV2.10085	2666.73973890211	-1.55760484693533	0.0886375828385608	-6.29083994710141	3.15752763331688e-10	3.75340199581077e-09	1471.2008289144	1336.04661942307	1357.16156580723	3322.29512182785	3301.42034639567	3638.67253312232	NA	NA	NA	NA	NA
NV2.10086	41903.7331923064	1.60778080200189	0.160036530217255	3.79776293060594	0.000146007865545298	0.000952103974072798	63821.3854536467	65889.3329867467	62955.3908346427	24355.9605929161	25726.0626032102	21924.4790281332	NA	NA	NA	NA	NA
NV2.10114	519.857209979352	2.49933135420298	0.111745181215999	13.4174139581449	4.78107667363136e-41	2.08556040626862e-39	495.353814449292	466.337332552678	464.91001735265	66.3253109620805	72.2295806842169	66.0313067137766	NA	NA	dopamine transporter [Mus musculus]	Sodium-dependent dopamine transporter;	Solute carrier family 6
NV2.10115	2894.42875611761	3.62395194595602	0.293790120129827	8.93138252844065	4.20717633250133e-19	8.83551644632623e-18	1748.598965006	1825.99596881386	1612.31420159336	67.3302399160514	53.4381450590548	64.641173940855	NA	NA	NA	NA	NA
NV2.10123	59.5795119490112	3.40141134387217	0.337500506126217	7.11528220041869	1.11684082389176e-12	1.57985111973946e-11	84.2101484563796	72.8037185841733	109.574751564598	9.54682506272371	12.3318796290126	15.2914605021377	NA	NA	PREDICTED: EGF-like repeat and discoidin I-like domain-containing protein 3 [Rattus norvegicus]	EGF-like repeat and discoidin I-like domain-containing protein 3;	Milk fat globule-EGF factor 8 protein
NV2.10124	179.478896855808	2.14086445260426	0.219181991041961	5.20510123656031	1.93890874719226e-07	1.78016452616576e-06	198.141525779717	155.445777517559	173.754248909576	41.2020871128076	29.9488505276021	31.9730537771971	NA	NA	NA	Glutamate carboxypeptidase 2;	N-acetylated alpha-linked acidic
NV2.1013	15.8638073442447	3.35165210094956	0.627018435893452	3.75053103119471	0.000176460464421063	0.00113794302748119	24.7676907224646	27.5473529777953	18.7842431253596	0.502464476985458	1.17446472657263	0.695066386460807	NA	NA	NA	NA	NA
NV2.10136	32.6782563799774	3.1473451178021	0.456979035711561	4.69900137641647	2.61436692359063e-06	2.15549219628596e-05	86.686917528626	74.7713866540159	81.3983868765582	6.53203820081096	8.22125308600842	4.86546470522565	NA	NA	Battenin [Ophiophagus hannah]	Protein BTN1;	ceroid-lipofuscinosis, neuronal 3
NV2.1014	278.435503454572	2.78630760035115	0.225556469258426	7.91955826505039	2.38355853810061e-15	3.98010061454844e-14	497.830583521538	367.953929060552	432.037591883271	64.8179175311241	46.391356699619	70.2017050325415	NA	NA	WD repeat-containing protein 82 [Crassostrea gigas]	Ras-related protein Rab-7L1;	NA
NV2.10143	156.314300391901	-4.56450271297903	0.334396406965101	-10.6595125986238	1.57420251889778e-26	4.55782261465666e-25	17.3373835057252	13.7736764888977	23.4803039066995	215.054796149776	226.671692228518	244.663368034204	NA	NA	NA	NA	NA
NV2.10144	60.4682234712661	3.24103189742637	0.264382598520377	8.47647277078124	2.321240352497e-17	4.43296470017845e-16	247.676907224646	283.344202057323	176.884956097136	23.1133659413311	28.7743858010295	18.7667924344418	NA	NA	NA	NA	NA
NV2.10148	51.9263381561216	-5.92260905614745	0.851020973018742	-5.7843569221167	7.27902458442235e-09	7.76272497953152e-08	2.47676907224646	0	3.13070718755993	129.635835062248	140.935767188716	129.977414268171	NA	NA	NA	NA	NA
NV2.10150	158.221693083412	2.40681050195211	0.222329826756924	6.32758331382228	2.49030521155726e-10	2.98715956448697e-09	190.711218562977	257.76451714937	170.623541722016	16.5813277405201	19.9659003517347	8.34079663752968	NA	NA	NA	NA	NA
NV2.10160	21.2551358921051	2.69081457277148	0.541884994495753	3.12024615914094	0.00180699965466265	0.00992671876863775	47.0586123726827	23.6120168381103	26.6110110942594	0.502464476985458	3.5233941797179	5.56053109168645	NA	NA	NA	NA	NA
NV2.10172	26892.0984343986	4.39710123591666	0.0621602175494692	54.6507295154354	0	0	50825.7781315696	50563.1663907433	50246.2850067431	1500.86139275556	1490.98297038396	1559.72897121805	NA	NA	cysteine rich BMP regulator 2 precursor [Hydra vulgaris]	PI-actitoxin-Axm2a {ECO:0000303|PubMed:22683676};	Serine protease inhibitor that plays an essential role in male reproduction and fertility. Modulates the hydrolysis of SEMG1 by KLK3 PSA (a serine protease), provides antimicrobial protection for spermatozoa in the ejaculate coagulum, and binds SEMG1 thereby inhibiting sperm motility
NV2.10175	492.244709008408	10.2325509592895	0.655024059823266	14.0949799031513	4.07763926096162e-45	1.94119153663663e-43	1285.44314849591	1273.08124118811	1230.36792471105	1.50739343095638	0.587232363286316	0	NA	NA	NA	NA	protein Hydra magnipapillata
NV2.10177	57.1763940721941	4.01423070371315	0.494124401898431	6.10014541304265	1.05972015313532e-09	1.2103055312971e-08	222.909216502181	182.993130495355	162.796773753116	4.52218029286913	6.45955599614948	0.695066386460807	NA	NA	NA	NA	NA
NV2.10185	2656.33253950358	1.55489184128416	0.0598397330938144	9.2729665156464	1.81039273350258e-20	4.03750199259967e-19	3952.92343930535	3984.52784143111	4148.18702351691	1040.1014673599	1032.94172702063	998.810397344179	*	bZIP_1,bZIP_2,bZIP_Maf	cAMP responsive element binding protein 3-like 2 [Mus musculus]	Cyclic AMP-responsive element-binding protein 3-like protein 2;	NA
NV2.10195	2989.81865564163	1.39140235487873	0.104478136998095	3.74626085537746	0.000179489949818272	0.00115637033219887	4636.51170324537	4700.75901885379	4789.9819969667	1839.52245024376	1874.44570360992	1777.97981656674	NA	NA	NA	NA	NA
NV2.10223	104.665448261745	5.30053600297059	0.336720629165063	12.7718221887214	2.35574136219994e-37	9.69918959189349e-36	237.76983093566	242.02317259063	169.058188128236	15.0739343095638	15.2680414454442	11.8161285698337	NA	NA	NA	NA	NA
NV2.10225	1018.87168171692	-2.93780673830474	0.406528164835382	-4.76672197875743	1.8724741060993e-06	1.56796943751334e-05	307.119364958561	381.727605549449	347.508497819152	1386.80195647987	1316.57495848792	1559.03390483159	NA	NA	NA	NA	NA
NV2.10248	1597.29494174436	-3.07125101998538	0.187159829450153	-11.0667498793432	1.81877819266294e-28	5.69021853514959e-27	383.899206198201	383.695273619292	380.380923288532	3101.71321643123	3421.21574850608	2993.65092648669	NA	NA	NA	NA	NA
NV2.10250	406.031096059395	2.74653539543298	0.241532737637422	7.23105038479216	4.79272481288736e-13	6.94839840369116e-12	725.693338168212	635.556786559135	633.968205480886	41.2020871128076	31.7105476174611	38.2286512553444	NA	NA	NA	NA	NA
NV2.10253	2470.80249863409	8.15996962540764	0.395620417745926	18.0980791289844	3.29976235018604e-73	2.82893911615084e-71	3232.18363928163	3533.93185343717	3061.83162943361	0	1.76169708985895	0.695066386460807	NA	NA	NA	NA	NA
NV2.10254	101.552878880728	3.13852340961689	0.215317403866423	9.93195798953424	3.02261042077591e-23	7.55805262285936e-22	391.32951341494	365.986260990709	400.730520007671	39.1922292048658	41.6934977933284	33.3631865501187	NA	NA	RecName: Full=Phospholipase A2; AltName: Full=AcPLA2; AltName: Full=Acarc; AltName: Full=Phosphatidylcholine 2-acylhydrolase; Flags: Precursor	Phospholipase A2 A2-hormotoxin-Apt1a {ECO:0000303|PubMed:22683676};	phospholipase A2, group X
NV2.10261	1295.19226935703	7.56095137291288	0.386365316994132	16.9812120403461	1.13125490879471e-64	8.45410272217751e-63	6486.65820021347	6288.6671512167	6007.82709292751	30.650333096113	40.5190330667558	28.4977218448931	NA	NA	NA	NA	NA
NV2.10262	218.612899598953	1.79192797092511	0.161232369547009	4.91171824336562	9.02817236720449e-07	7.80418706067733e-06	393.806282487187	411.242626597087	399.165166413891	78.3844584097315	75.7529748639348	69.5066386460807	NA	NA	NA	NA	NA
NV2.10263	379.454749454746	1.42686733739396	0.0980645779861443	4.35292076058562	1.34335714751573e-05	0.000100886784032619	639.006420639586	672.942479886143	626.141437511986	214.049867195805	246.050360216966	229.371907532066	NA	NA	NA	CHRNA7-FAM7A fusion protein;	Acetylcholine Receptor
NV2.10264	84.2672417370403	-2.94641852239372	0.321957375592601	-6.04557829685097	1.48875028805976e-09	1.68379273013909e-08	29.7212288669575	9.83834034921261	26.6110110942594	141.192518032914	149.157020274724	136.233011746318	NA	NA	NA	NA	NA
NV2.1027	332.294604634252	1.84507325795097	0.160604422034475	5.26183057257022	1.42628169620625e-07	1.32985323501264e-06	391.32951341494	466.337332552678	446.12577422729	99.4879664431208	103.940128301678	99.3944932638954	NA	NA	NA	NA	NA
NV2.10272	41.8380896193036	4.53276631634494	1.11181658665154	3.17747221867285	0.00148564922523563	0.00829250204525549	4.95353814449292	17.7090126285827	6.26141437511986	0.502464476985458	0	1.39013277292161	NA	NA	NA	NA	NA
NV2.10273	932.09682595606	1.47290695634114	0.0931318026138714	5.07782457837555	3.81780936497638e-07	3.41653396583788e-06	1121.97638972765	1129.44147208961	1067.57115095794	489.902865060822	466.262496449335	541.456715052968	NA	NA	NA	NA	NA
NV2.10279	238.534481886536	2.70318719535793	0.164259225610425	10.3688982401354	3.43461794433295e-25	9.36903219966526e-24	240.246600007906	301.053214685906	266.110110942594	22.1084369873602	22.9020621681663	17.3766596615202	NA	NA	NA	NA	NA
NV2.10281	803.510126814028	2.63786057503616	0.26878440083176	6.09358493263657	1.10409712646554e-09	1.25808627690009e-08	921.358094875682	836.258929683072	906.3397307986	103.507682259004	123.906028653413	68.8115722596199	NA	NA	NA	NA	NA
NV2.10288	706.538088564317	-1.81309875357966	0.151331509607131	-5.3729640026094	7.74527957779372e-08	7.43520371400182e-07	250.153676296892	259.732185219213	331.854961881353	769.775578741722	735.214918834468	938.339621722089	NA	NA	NA	NA	NA
NV2.10290	897.582973604168	-2.2357548954792	0.270557503754878	-4.56743900401586	4.93719281000348e-06	3.93149040648608e-05	307.119364958561	334.503571873229	281.763646880394	1125.52042844743	1192.66892983451	1178.83259143753	NA	NA	NA	NA	NA
